105	user_023	support_training	Attended customer service training session	\N	""2025-06-08T17:20:00.000Z""
106	user_024	payment_retry	Attempted payment with updated card information	\N	""2025-06-08T16:15:00.000Z""
107	user_025	booking_upgrade	Upgraded to premium accommodation package	\N	""2025-06-08T15:30:00.000Z""
108	user_026	destination_planning	Created detailed itinerary for Arctic expedition	\N	""2025-06-08T14:45:00.000Z""
109	user_027	booking_inquiry	Inquired about availability for summer bookings	\N	""2025-06-08T13:20:00.000Z""
110	user_028	system_maintenance	Performed routine system maintenance check	\N	""2025-06-08T12:30:00.000Z""
111	user_029	revenue_forecast	Generated Q3 revenue forecast report	\N	""2025-06-08T11:45:00.000Z""
112	user_030	destination_wishlist	Added multiple destinations to personal wishlist	\N	""2025-06-08T10:30:00.000Z""
113	user_031	client_consultation	Provided luxury travel consultation	\N	""2025-06-08T09:15:00.000Z""
114	user_032	password_reset	Successfully reset account password	\N	""2025-06-08T08:45:00.000Z""
115	user_033	knowledge_update	Completed product knowledge training	\N	""2025-06-07T22:30:00.000Z""
116	user_034	cost_analysis	Analyzed operational costs for destinations	\N	""2025-06-07T21:15:00.000Z""
117	user_035	social_sharing	Shared travel experience on social media	\N	""2025-06-07T20:00:00.000Z""
118	user_036	booking_modification	Modified client booking due to weather conditions	\N	""2025-06-07T19:30:00.000Z""
119	user_037	destination_comparison	Compared eco-tourism options in South America	\N	""2025-06-07T18:45:00.000Z""
120	user_038	technical_resolution	Resolved technical issue with booking system	\N	""2025-06-07T17:20:00.000Z""
121	user_039	vendor_negotiation	Negotiated better rates with accommodation partners	\N	""2025-06-07T16:15:00.000Z""
122	user_040	booking_confirmation	Confirmed last-minute travel arrangements	\N	""2025-06-07T15:30:00.000Z""
123	user_041	marketing_campaign	Launched new seasonal marketing campaign	\N	""2025-06-07T14:45:00.000Z""
124	user_042	account_recovery	Initiated account recovery process	\N	""2025-06-07T13:20:00.000Z""
125	admin_user	system_backup	Performed complete system backup	\N	""2025-06-07T12:30:00.000Z""
126	user_010	itinerary_planning	Finalized detailed travel itinerary	\N	""2025-06-07T11:45:00.000Z""
127	user_011	client_presentation	Presented travel options to corporate client	\N	""2025-06-07T10:30:00.000Z""
128	user_012	feedback_submission	Submitted feedback on booking process	\N	""2025-06-07T09:15:00.000Z""
129	user_013	training_completion	Completed advanced customer service training	\N	""2025-06-07T08:45:00.000Z""
130	user_014	compliance_check	Conducted financial compliance audit	\N	""2025-06-06T22:30:00.000Z""
131	user_015	group_booking	Organized group booking for adventure club	\N	""2025-06-06T21:15:00.000Z""
132	user_016	partnership_meeting	Attended partner hotel network meeting	\N	""2025-06-06T20:00:00.000Z""
133	user_017	emergency_assistance	Provided emergency travel assistance	\N	""2025-06-06T19:30:00.000Z""
134	user_018	quality_assurance	Conducted quality assurance review	\N	""2025-06-06T18:45:00.000Z""
135	user_019	budget_planning	Developed annual budget plan for operations	\N	""2025-06-06T17:20:00.000Z""
136	user_020	destination_research	Researched emerging travel destinations	\N	""2025-06-06T16:15:00.000Z""
137	user_021	team_coordination	Coordinated team assignments for peak season	\N	""2025-06-06T15:30:00.000Z""
138	user_022	price_comparison	Compared pricing across multiple destinations	\N	""2025-06-06T14:45:00.000Z""
139	user_023	escalation_handling	Handled customer escalation successfully	\N	""2025-06-06T13:20:00.000Z""
140	user_024	payment_setup	Set up new payment method for future bookings	\N	""2025-06-06T12:30:00.000Z""
141	user_025	loyalty_program	Enrolled in premium loyalty program	\N	""2025-06-06T11:45:00.000Z""
142	user_026	route_optimization	Optimized travel routes for efficiency	\N	""2025-06-06T10:30:00.000Z""
143	user_027	mobile_app_usage	Used mobile app for booking management	\N	""2025-06-06T09:15:00.000Z""
144	user_028	incident_report	Filed incident report for system downtime	\N	""2025-06-06T08:45:00.000Z""
145	user_029	tax_calculation	Calculated tax implications for international bookings	\N	""2025-06-05T22:30:00.000Z""
146	user_030	referral_program	Referred new customer to platform	\N	""2025-06-05T21:15:00.000Z""
147	user_031	vip_service	Provided VIP concierge service to client	\N	""2025-06-05T20:00:00.000Z""
148	user_032	data_export	Exported travel history for personal records	\N	""2025-06-05T19:30:00.000Z""
149	user_033	multilingual_support	Provided support in multiple languages	\N	""2025-06-05T18:45:00.000Z""
150	user_034	investment_analysis	Analyzed ROI for new destination partnerships	\N	""2025-06-05T17:20:00.000Z""
151	user_035	sustainability_report	Generated sustainability impact report	\N	""2025-06-05T16:15:00.000Z""
152	user_036	weather_monitoring	Monitored weather conditions for client safety	\N	""2025-06-05T15:30:00.000Z""
153	user_037	cultural_research	Researched cultural customs for destination guide	\N	""2025-06-05T14:45:00.000Z""
154	user_038	api_integration	Integrated new booking API for enhanced features	\N	""2025-06-05T13:20:00.000Z""
155	user_039	contract_renewal	Renewed partnership contracts with suppliers	\N	""2025-06-05T12:30:00.000Z""
156	user_040	travel_blog	Published travel experience blog post	\N	""2025-06-05T11:45:00.000Z""
157	user_041	social_media	Managed social media campaigns for destinations	\N	""2025-06-05T10:30:00.000Z""
158	user_042	security_update	Updated account security settings	\N	""2025-06-05T09:15:00.000Z""
159	admin_user	booking_created	Created booking for destination ID: 1	{""bookingId"":4}	""2025-06-12T06:49:55.977Z""
160	admin_user	booking_created	Created booking for destination ID: 2	{""bookingId"":5}	""2025-06-12T10:19:20.005Z""
161	admin_user	booking_cancelled	Cancelled booking ID: 5	{""bookingId"":5}	""2025-06-12T10:22:01.777Z""
162	admin_user	booking_created	Created booking for destination ID: 2	{""bookingId"":6}	""2025-06-12T10:22:17.501Z""
163	admin_user	booking_cancelled	Cancelled booking ID: 6	{""bookingId"":6}	""2025-06-12T10:27:02.092Z""
164	admin_user	booking_cancelled	Cancelled booking ID: 4	{""bookingId"":4}	""2025-06-12T10:27:06.103Z""
165	admin_user	booking_cancelled	Cancelled booking ID: 1	{""bookingId"":1}	""2025-06-12T10:27:10.892Z""
166	admin_user	booking_cancelled	Cancelled booking ID: 3	{""bookingId"":3}	""2025-06-12T10:27:17.691Z""
167	admin_user	booking_created	Created booking for destination ID: 2	{""bookingId"":7}	""2025-06-12T10:27:30.734Z""
168	admin_user	booking_cancelled	Cancelled booking ID: 7	{""bookingId"":7}	""2025-06-12T10:30:56.202Z""
169	admin_user	booking_created	Created booking for destination ID: 2	{""bookingId"":8}	""2025-06-12T10:31:10.619Z""
170	admin_user	booking_cancelled	Cancelled booking ID: 8	{""bookingId"":8}	""2025-06-12T10:54:45.210Z""
171	admin_user	User Deleted	Deleted user sadjf (sai.sabbella36@gmail.com)	\N	""2025-06-13T23:34:20.264Z""
172	admin_user	booking_created	Created booking for destination ID: 2	{""bookingId"":9}	""2025-06-15T00:31:48.929Z""
